PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CGRUP,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
F PRC,F,BB,9,11/12/2024,12/1/2024,,0.38,6.00%,25.99,20.49,c600,20.89,0.40,-5.10,21.07,22.97,-0.86,-9.04,19.20,25.02,19.20,25.38,54.00,20.74,10.47,8.44,14.85,9.97,9.92,5.74,25.87,41.48,9.50,8.06,4.33,0.82,-0.60,0.24,-0.29,0.05,0.06,0.30,1.42,75.92,36.42,29.24,63.45,2.20,1.40,64.88,79.34,73.98,47.88,78.56,31.28,69.95,72.75,30.99,27.67,-0.29,-0.60,0.24,0.82,0.82,20.33,0.24,32.13,49.94,0.06,0.05,0.11,73.38,25.75,55.84,27.71,35.99,27.36,36.99,73.66,76.24,<1B USD
FBRT PRE,FBRT,,NR,12/27/2024,,,0.47,7.50%,21.68,18.20,c750,20.27,2.07,-1.41,20.64,21.44,-1.80,-5.47,19.05,23.65,18.03,23.65,9.00,19.85,10.82,10.50,14.12,13.00,13.28,10.34,17.74,0.90,8.00,70.51,43.76,0.05,-0.39,0.03,-0.23,-0.17,-0.19,0.30,1.31,13.71,54.89,12.44,68.97,-3.44,-4.62,,,1.74,75.00,1.59,42.95,36.42,14.10,,,-0.23,-0.39,0.03,0.05,0.05,10.49,0.03,12.17,61.93,-0.19,-0.17,-0.36,39.50,10.90,23.60,0.00,1.00,0.00,1.00,44.28,25.10,<1B USD
FCNCO,FCNCA,,9.5,11/27/2024,,,0.35,5.63%,24.08,19.40,c550,21.95,2.55,-2.13,22.24,22.91,-1.32,-4.20,20.57,24.83,18.91,24.83,69.00,21.87,1818.76,1473.62,2412.93,2107.94,1836.66,310.27,2412.93,23.95,9.50,526.21,282.90,4.86,-0.25,0.23,-0.25,-0.14,-0.01,2.46,5.43,90.00,67.84,28.74,67.84,-2.65,-0.24,214.16,252.42,96.63,94.01,78.12,40.56,41.11,56.87,100.00,85.85,-0.25,-0.25,0.23,4.86,4.86,71.43,0.23,31.53,67.84,-0.01,-0.14,-0.15,65.93,25.75,59.36,78.39,100.00,75.26,100.00,48.39,62.39,<1B USD
FCNCP,FCNCA,,9.5,11/27/2024,,,0.34,5.38%,23.66,18.85,c525,21.39,2.54,-2.27,21.44,22.33,-0.23,-4.19,19.30,24.42,18.69,24.42,69.00,21.31,1818.76,1473.62,2412.93,2107.94,1836.66,310.27,2412.93,23.95,9.50,526.21,282.90,4.86,-0.25,0.23,-0.25,-0.14,-0.01,2.46,5.43,90.00,67.84,28.74,67.84,-2.65,-0.24,214.16,252.42,96.63,94.01,78.12,40.56,41.11,56.87,100.00,85.85,-0.25,-0.25,0.23,4.86,4.86,71.43,0.23,31.53,67.84,-0.01,-0.14,-0.15,65.93,25.75,59.36,78.39,100.00,75.26,100.00,48.39,62.39,<1B USD
FHN PRF,FHN,,8.5,12/20/2024,,,0.29,4.70%,,,c475,16.99,,,17.57,18.34,-3.31,-7.36,16.41,21.48,13.13,21.48,2.00,16.71,19.15,14.09,22.44,19.95,18.85,8.31,24.92,9.69,8.50,16.44,7.72,1.30,-0.23,0.36,-0.15,-0.04,0.02,0.16,1.48,90.00,69.16,38.73,76.80,-0.14,0.41,55.60,82.04,79.82,95.95,85.32,52.51,56.06,63.12,26.70,28.58,-0.15,-0.23,0.36,1.30,1.30,26.41,0.36,43.39,72.98,0.02,-0.04,-0.02,59.38,15.85,56.98,30.24,39.19,29.06,39.23,61.49,67.84,<1B USD
FITBO,FITB,,10.5,12/26/2024,,,0.31,4.95%,25.79,17.93,c500,19.82,1.89,-5.97,21.55,21.75,-8.02,-8.88,19.52,24.15,17.58,24.15,8.00,19.54,37.98,32.25,49.07,45.05,38.99,17.28,50.64,25.35,10.50,29.40,12.91,1.20,-0.25,0.18,-0.23,-0.16,-0.03,0.29,1.94,90.00,67.50,24.21,69.66,-3.16,-0.64,64.39,101.95,78.74,93.51,73.51,44.41,38.07,52.93,30.76,35.27,-0.23,-0.25,0.18,1.20,1.20,25.06,0.18,26.16,68.58,-0.03,-0.16,-0.19,66.52,35.65,61.88,33.71,43.58,31.46,42.39,45.73,58.95,<1B USD
FITBP,FITB,,NR,12/26/2024,,,0.38,6.00%,25.60,22.13,c600,24.34,2.21,-1.26,24.43,24.46,-0.38,-0.48,23.04,25.90,21.01,25.90,8.00,23.99,37.98,32.25,49.07,45.05,38.99,17.28,50.64,25.35,10.50,29.40,12.91,1.20,-0.25,0.18,-0.23,-0.16,-0.03,0.29,1.94,90.00,67.50,24.21,69.66,-3.16,-0.64,64.39,101.95,78.74,93.51,73.51,44.41,38.07,52.93,30.76,35.27,-0.23,-0.25,0.18,1.20,1.20,25.06,0.18,26.16,68.58,-0.03,-0.16,-0.19,66.52,35.65,61.88,33.71,43.58,31.46,42.39,45.73,58.95,<1B USD
FRT PRC,FRT,,12.5,1/2/2025,,,0.31,5.00%,25.75,19.64,c500,20.06,0.42,-5.69,20.72,21.40,-3.17,-6.27,19.41,23.27,18.57,23.90,15.00,19.80,95.29,80.65,118.34,114.33,97.91,67.01,140.51,8.22,12.50,70.51,43.76,0.42,-0.32,0.18,-0.19,-0.17,-0.03,0.30,1.31,43.76,61.04,24.52,72.47,-3.41,-0.66,,,65.52,84.02,73.87,44.44,36.59,52.72,,,-0.19,-0.32,0.18,0.42,0.42,15.24,0.18,26.52,66.76,-0.03,-0.17,-0.20,56.44,55.45,41.14,0.00,1.00,0.00,1.00,44.43,58.77,<1B USD
FULTP,FULT,,11,12/2/2024,,,0.32,5.13%,23.10,15.09,c500,17.85,2.76,-5.25,19.20,19.27,-7.03,-7.39,17.25,21.22,14.56,21.22,74.00,17.79,17.16,14.32,22.49,20.50,18.21,8.89,22.49,3.12,11.00,16.82,11.78,0.93,-0.24,0.20,-0.24,-0.16,-0.06,0.02,0.46,84.42,68.67,25.87,68.67,-3.32,-1.43,45.59,37.86,75.52,95.23,75.34,42.32,37.15,45.19,22.08,13.73,-0.24,-0.24,0.20,0.93,0.93,21.68,0.20,28.12,68.67,-0.06,-0.16,-0.22,45.30,40.60,54.63,30.35,39.33,30.96,41.73,44.92,52.21,<1B USD
GAB PRG,GAB,,16,12/16/2024,,,0.31,5.00%,24.50,21.00,c500,20.86,-0.14,-3.64,21.15,21.82,-1.36,-4.42,20.17,24.19,20.17,24.20,88.00,20.85,5.60,4.50,5.90,5.54,5.39,4.50,7.57,1.71,16.00,6.17,3.77,0.24,-0.26,0.24,-0.05,0.01,0.04,-0.09,0.49,29.56,66.58,29.56,85.42,1.18,0.98,37.80,39.10,58.68,92.16,78.83,93.08,63.90,68.74,18.47,14.14,-0.05,-0.26,0.24,0.24,0.24,13.00,0.24,32.50,76.00,0.04,0.01,0.05,41.77,90.10,66.23,27.10,35.22,27.07,36.61,68.36,72.74,<1B USD
GAB PRH,GAB,,16,12/16/2024,,,0.31,5.00%,23.89,20.98,c500,20.80,-0.18,-3.09,21.14,21.87,-1.63,-4.88,20.39,24.10,20.39,24.24,88.00,20.79,5.60,4.50,5.90,5.54,5.39,4.50,7.57,1.71,16.00,6.17,3.77,0.24,-0.26,0.24,-0.05,0.01,0.04,-0.09,0.49,29.56,66.58,29.56,85.42,1.18,0.98,37.80,39.10,58.68,92.16,78.83,93.08,63.90,68.74,18.47,14.14,-0.05,-0.26,0.24,0.24,0.24,13.00,0.24,32.50,76.00,0.04,0.01,0.05,41.77,90.10,66.23,27.10,35.22,27.07,36.61,68.36,72.74,<1B USD
GAB PRK,GAB,,16,12/16/2024,,,0.31,5.00%,24.40,21.23,c500,20.77,-0.46,-3.63,21.16,21.88,-1.83,-5.06,20.50,24.19,20.50,24.25,88.00,20.76,5.60,4.50,5.90,5.54,5.39,4.50,7.57,1.71,16.00,6.17,3.77,0.24,-0.26,0.24,-0.05,0.01,0.04,-0.09,0.49,29.56,66.58,29.56,85.42,1.18,0.98,37.80,39.10,58.68,92.16,78.83,93.08,63.90,68.74,18.47,14.14,-0.05,-0.26,0.24,0.24,0.24,13.00,0.24,32.50,76.00,0.04,0.01,0.05,41.77,90.10,66.23,27.10,35.22,27.07,36.61,68.36,72.74,<1B USD
GDV PRH,GDV,,17,12/16/2024,,,0.34,5.38%,25.85,22.55,c525,23.09,0.54,-2.76,23.29,23.67,-0.85,-2.47,22.51,25.34,22.00,25.34,88.00,23.08,24.96,20.10,25.67,24.66,23.98,17.12,27.61,2.22,17.00,22.07,11.91,0.46,-0.10,0.24,-0.03,0.01,0.04,0.13,1.10,46.64,81.36,29.34,87.51,1.22,1.03,53.26,65.43,66.55,6.79,78.65,89.16,64.10,69.20,25.62,23.00,-0.03,-0.10,0.24,0.46,0.46,15.70,0.24,32.25,84.44,0.04,0.01,0.05,43.05,100.00,72.25,31.81,41.17,31.02,41.80,68.54,73.14,<1B USD
GDV PRK,GDV,,17,12/13/2024,,,0.27,4.25%,20.82,17.65,c425,18.30,0.65,-2.52,18.55,19.13,-1.36,-4.32,17.97,21.49,16.96,21.49,85.00,18.29,24.96,20.10,25.67,24.66,23.98,17.12,27.61,2.22,17.00,22.07,11.91,0.46,-0.10,0.24,-0.03,0.01,0.04,0.13,1.10,46.64,81.36,29.34,87.51,1.22,1.03,53.26,65.43,66.55,6.79,78.65,89.16,64.10,69.20,25.62,23.00,-0.03,-0.10,0.24,0.46,0.46,15.70,0.24,32.25,84.44,0.04,0.01,0.05,43.05,100.00,72.25,31.81,41.17,31.02,41.80,68.54,73.14,<1B USD
GGN PRB,GGN,,15,12/16/2024,5/7/2018,,0.31,5.00%,23.67,21.38,c500,20.61,-0.77,-3.06,20.76,21.39,-0.71,-3.66,19.84,23.95,19.84,24.15,88.00,20.60,4.49,3.68,4.50,3.88,4.24,3.06,4.50,0.70,15.00,4.33,2.41,0.47,-0.00,0.22,-0.00,0.16,0.06,0.04,0.86,47.38,89.80,27.61,89.80,4.97,1.48,46.75,55.39,66.80,6.30,77.08,84.65,86.43,73.60,22.61,19.62,-0.00,-0.00,0.22,0.47,0.47,15.82,0.22,30.19,89.80,0.06,0.16,0.22,38.50,80.20,68.77,26.49,34.45,26.34,35.65,88.10,76.98,<1B USD
GGT PRE,GGT,,15,12/16/2024,,,0.32,5.13%,24.85,22.98,c500,22.77,-0.21,-2.08,22.85,22.99,-0.36,-0.98,22.50,24.63,21.41,24.70,88.00,22.76,3.98,3.95,5.54,4.65,4.77,3.95,11.10,0.13,15.00,7.81,4.02,0.01,-0.64,0.01,-0.28,-0.14,-0.17,-0.49,-0.01,10.61,32.27,10.61,64.66,-2.83,-4.13,12.83,17.72,1.00,41.78,1.00,33.82,40.05,18.88,6.93,6.96,-0.28,-0.64,0.01,0.01,0.01,10.00,0.01,10.00,48.46,-0.17,-0.14,-0.31,35.65,80.20,50.30,27.63,35.89,27.20,36.78,47.46,29.27,<1B USD
GGT PRG,GGT,,15,12/16/2024,12/20/2024,,0.32,5.13%,24.59,22.95,c500,23.00,0.05,-1.59,22.73,22.96,1.20,0.17,22.32,24.47,21.87,24.47,88.00,22.99,3.98,3.95,5.54,4.65,4.77,3.95,11.10,0.13,15.00,7.81,4.02,0.01,-0.64,0.01,-0.28,-0.14,-0.17,-0.49,-0.01,10.61,32.27,10.61,64.66,-2.83,-4.13,12.83,17.72,1.00,41.78,1.00,33.82,40.05,18.88,6.93,6.96,-0.28,-0.64,0.01,0.01,0.01,10.00,0.01,10.00,48.46,-0.17,-0.14,-0.31,35.65,80.20,50.30,27.63,35.89,27.20,36.78,47.46,29.27,<1B USD
GNT PRA,GNT,,15,11/15/2024,,,0.33,5.20%,24.55,21.53,c525,21.61,0.08,-2.94,21.71,22.21,-0.47,-2.70,21.33,24.15,21.17,24.30,57.00,21.49,6.52,5.02,6.61,5.54,5.91,4.12,6.61,0.11,15.00,5.99,3.10,0.58,-0.01,0.30,-0.01,0.18,0.10,0.09,1.10,56.60,88.77,33.90,88.77,5.48,2.59,50.32,65.76,69.59,6.36,82.21,86.70,89.46,84.39,24.26,23.10,-0.01,-0.01,0.30,0.58,0.58,17.28,0.30,37.66,88.77,0.10,0.18,0.28,35.55,80.20,67.19,27.04,35.15,26.71,36.14,90.76,86.39,<1B USD
GPJA,SO,BB,11.5,12/27/2024,,,0.31,5.00%,25.62,20.82,c500,21.08,0.26,-4.54,22.34,23.43,-5.65,-10.02,21.00,25.18,20.58,25.66,9.00,20.80,90.68,76.96,94.45,83.28,90.54,50.40,94.45,99.30,11.50,68.44,46.36,0.80,-0.04,0.18,-0.04,0.09,0.00,0.32,0.96,73.94,86.41,24.26,86.41,3.20,0.05,66.68,59.40,73.59,6.50,73.57,91.26,75.91,59.62,31.82,20.97,-0.04,-0.04,0.18,0.80,0.80,20.02,0.18,26.21,86.41,0.00,0.09,0.09,84.89,45.55,80.08,41.96,53.99,43.06,57.65,78.89,64.79,<1B USD
GRBK PRA,GRBK,,NR,11/25/2024,,,0.36,5.75%,22.08,17.93,c550,23.34,5.41,1.26,22.84,23.11,2.20,0.98,21.06,25.00,17.15,25.00,67.00,23.25,59.48,50.57,84.66,62.77,58.05,10.68,84.66,2.61,8.00,70.51,43.76,4.57,-0.30,0.18,-0.30,-0.05,0.02,0.30,1.31,90.00,63.23,24.10,63.23,-0.46,0.62,,,95.83,87.25,73.38,30.81,54.16,65.24,,,-0.30,-0.30,0.18,4.57,4.57,67.73,0.18,26.02,63.23,0.02,-0.05,-0.03,44.02,10.90,25.90,0.00,1.00,0.00,1.00,59.83,69.69,<1B USD
GUT PRC,GUT,,16,12/16/2024,,,0.34,5.38%,25.39,23.02,c525,22.94,-0.08,-2.45,23.96,24.25,-4.28,-5.41,22.44,25.00,22.33,25.56,88.00,22.93,5.66,4.71,6.01,5.18,5.27,4.47,8.12,0.50,16.00,7.57,4.60,0.27,-0.30,0.20,-0.06,0.09,0.07,-0.25,0.23,31.30,62.73,26.14,84.76,3.30,1.86,33.42,28.09,59.75,86.52,75.62,94.29,76.49,77.28,16.45,10.44,-0.06,-0.30,0.20,0.27,0.27,13.27,0.20,28.44,73.74,0.07,0.09,0.16,37.50,90.10,63.62,27.55,35.79,27.50,37.17,79.40,80.19,<1B USD
HBANM,HBAN,,9,11/15/2024,12/1/2022,,0.36,5.70%,25.47,17.80,c550,21.69,3.89,-3.78,22.49,23.01,-3.57,-5.74,21.38,25.39,17.68,25.39,57.00,21.56,15.51,11.91,18.45,16.94,14.90,8.01,18.45,22.60,9.00,13.93,7.62,0.94,-0.16,0.30,-0.16,-0.08,0.04,0.11,1.04,84.91,75.66,34.18,75.66,-1.28,1.03,52.04,62.83,75.60,92.96,82.41,50.38,49.23,69.22,25.06,22.12,-0.16,-0.16,0.30,0.94,0.94,21.75,0.30,37.99,75.66,0.04,-0.08,-0.04,65.36,20.80,61.43,29.51,38.26,29.01,39.17,55.51,73.16,<1B USD
HBANP,HBAN,,10,1/2/2025,,,0.28,4.50%,20.81,14.07,c450,17.30,3.23,-3.51,17.63,18.36,-1.85,-5.75,16.22,20.74,13.71,20.74,15.00,17.07,15.51,11.91,18.45,16.94,14.90,8.01,18.45,22.60,9.00,13.93,7.62,0.94,-0.16,0.30,-0.16,-0.08,0.04,0.11,1.04,84.91,75.66,34.18,75.66,-1.28,1.03,52.04,62.83,75.60,92.96,82.41,50.38,49.23,69.22,25.06,22.12,-0.16,-0.16,0.30,0.94,0.94,21.75,0.30,37.99,75.66,0.04,-0.08,-0.04,65.36,20.80,61.43,29.51,38.26,29.01,39.17,55.51,73.16,<1B USD
HFRO PRA,HFRO,,16,12/20/2024,,,0.34,5.38%,23.45,17.01,c525,15.35,-1.66,-8.10,15.77,17.64,-2.65,-12.99,14.50,20.90,14.50,21.09,2.00,15.02,5.22,4.24,6.45,5.50,5.27,4.24,12.26,0.29,16.00,12.60,9.01,0.23,-0.57,0.23,-0.19,-0.05,-0.01,-0.59,-0.42,28.49,38.32,28.49,72.84,-0.42,-0.23,4.58,0.00,57.99,50.66,77.90,45.12,54.39,56.93,3.12,1.00,-0.19,-0.57,0.23,0.23,0.23,12.83,0.23,31.24,55.58,-0.01,-0.05,-0.06,36.45,90.10,55.58,29.11,37.76,29.68,40.05,60.03,62.44,<1B USD
HIG PRG,HIG,,11,11/1/2024,11/15/2023,,0.38,6.00%,26.60,22.89,c600,24.77,1.88,-1.83,24.91,25.03,-0.56,-1.06,23.99,25.53,22.76,25.60,43.00,24.57,125.23,98.16,132.09,109.05,120.46,34.69,132.09,35.58,11.00,59.00,31.27,2.61,-0.05,0.28,-0.05,0.15,0.04,1.12,3.00,90.00,85.33,32.06,85.33,4.75,1.00,121.87,147.81,88.67,6.57,80.86,93.26,85.07,68.89,57.34,50.69,-0.05,-0.05,0.28,2.61,2.61,42.93,0.28,35.48,85.33,0.04,0.15,0.19,70.87,40.60,71.60,40.20,51.77,38.48,51.62,86.91,72.87,<1B USD
HWCPZ,HWC,BB,11,11/27/2024,6/15/2025,,0.39,6.25%,26.56,22.45,c625,23.52,1.07,-3.04,23.78,24.05,-1.10,-2.22,22.21,26.19,21.05,26.19,69.00,23.43,53.78,43.60,62.40,56.97,51.40,17.42,62.40,4.61,11.00,40.42,15.50,2.09,-0.14,0.23,-0.14,-0.06,0.05,0.33,2.47,90.00,77.57,28.68,77.57,-0.55,1.17,67.07,124.72,85.82,95.42,78.07,53.94,53.61,70.52,32.00,42.93,-0.14,-0.14,0.23,2.09,2.09,36.32,0.23,31.46,77.57,0.05,-0.06,-0.01,49.02,40.60,61.01,36.33,46.88,32.58,43.86,59.35,74.30,<1B USD
INN PRE,INN,,NR,11/13/2024,11/13/2022,,0.39,6.25%,21.22,18.14,c625,17.97,-0.17,-3.25,19.43,20.43,-7.50,-12.02,17.30,21.77,17.30,22.48,55.00,17.82,4.57,3.57,7.22,6.90,5.78,3.57,11.32,0.59,8.00,11.65,3.36,0.28,-0.60,0.28,-0.37,-0.34,-0.21,-0.61,0.36,32.41,36.33,32.41,56.97,-9.81,-5.23,2.68,33.69,60.38,47.75,81.12,17.54,12.56,8.22,2.24,12.33,-0.37,-0.60,0.28,0.28,0.28,13.45,0.28,35.89,46.65,-0.21,-0.34,-0.55,37.95,10.90,36.57,28.82,37.40,26.85,36.32,11.13,19.97,<1B USD
INN PRF,INN,,NR,11/13/2024,8/12/2026,,0.37,5.88%,21.02,18.07,c575,17.85,-0.22,-3.17,18.75,19.95,-4.79,-10.54,17.03,22.00,16.07,22.00,55.00,17.71,4.57,3.57,7.22,6.90,5.78,3.57,11.32,0.59,8.00,11.65,3.36,0.28,-0.60,0.28,-0.37,-0.34,-0.21,-0.61,0.36,32.41,36.33,32.41,56.97,-9.81,-5.23,2.68,33.69,60.38,47.75,81.12,17.54,12.56,8.22,2.24,12.33,-0.37,-0.60,0.28,0.28,0.28,13.45,0.28,35.89,46.65,-0.21,-0.34,-0.55,37.95,10.90,36.57,28.82,37.40,26.85,36.32,11.13,19.97,<1B USD
JPM PRC,JPM,,11.5,10/29/2024,3/1/2024,,0.38,6.00%,26.10,24.11,c600,25.06,0.95,-1.04,25.14,25.27,-0.34,-0.81,24.74,25.82,23.87,25.82,40.00,24.85,265.14,190.90,280.25,238.36,233.93,90.77,280.25,736.32,11.50,137.74,83.50,1.92,-0.05,0.39,-0.05,0.11,0.13,0.92,2.18,90.00,85.15,41.11,85.15,3.81,3.35,108.19,112.02,84.76,6.58,86.67,93.58,79.52,91.75,51.02,38.66,-0.05,-0.05,0.39,1.92,1.92,34.22,0.39,46.22,85.15,0.13,0.11,0.24,95.00,45.55,81.92,52.07,66.76,51.69,69.00,82.06,92.81,<1B USD
JPM PRD,JPM,,11.5,10/29/2024,12/1/2023,,0.36,5.75%,25.75,23.30,c550,24.09,0.79,-1.66,24.60,24.93,-2.06,-3.37,23.82,25.64,22.83,25.67,40.00,23.89,265.14,190.90,280.25,238.36,233.93,90.77,280.25,736.32,11.50,137.74,83.50,1.92,-0.05,0.39,-0.05,0.11,0.13,0.92,2.18,90.00,85.15,41.11,85.15,3.81,3.35,108.19,112.02,84.76,6.58,86.67,93.58,79.52,91.75,51.02,38.66,-0.05,-0.05,0.39,1.92,1.92,34.22,0.39,46.22,85.15,0.13,0.11,0.24,95.00,45.55,81.92,52.07,66.76,51.69,69.00,82.06,92.81,<1B USD
